Helység,Törzskörméret (cm),Megye,GPS adat,Mérés éve,Faj,"Megjegyzés, újabb mérés, nyomravezető"
Zsadány,503,Békés,"46,54,53-21,26,06",2013,kocsányos tölgy,Orosipusztán; 511/2023
Füzérradvány,503,Borsod-Abaúj-Zemplén,"48,29,09-21,31,47",2004,kocsányos tölgy,2012: kidőlve
Hedrehely,503,Somogy,"46,10,32-17,39,40",2017,kocsányos tölgy,"Balogh Béla, Lukács Róbert; magasság: 22 m/2017"
Homokszentgyörgy,503,Somogy,"46,08,22-17,35,59",2005,kocsányos tölgy,
Lad/Rákospuszta,503,Somogy,"46,08,48-17,39,35",2009,kocsányos tölgy,Lukács Róbert; 521/2017; magasság: 31 m/2017
Nagyrécse,503,Zala,"46,29,08-17,04,27",2018,csertölgy,507/2024
Somogytarnóca,503,Somogy,"46,00,46-17,27,35",2011,kocsányos tölgy,"Zombori Zoltán, Lukács Róbert"
Szőlősgyörök,503,Somogy,"46,42,21-17,42,04",2012,csertölgy,Sólyom Attila
Iklódbördőce,503,Zala,"46,35,22-16,35,53",2012,kocsányos tölgy,Baranyai László
Keszthely,503,Zala,"46,46,13-17,14,19",2011,kocsányos tölgy,Korhadó törzsű
Túristvándi,503,Szabolcs-Szatmár-Bereg,"48,03,52-22,40,08",2009,kocsányos tölgy,Barcánfalvi Péter
Tiszaigar,503,Jász-Nagykun-Szolnok,"47,31,12-20,47,55",2016,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán"
Ugod,503,Veszprém,"47,17,21-17,40,38",2017,kocsányos tölgy,"Jandala Attila, Sütő Krisztián; Torma Zoltánné, Torma Zoltán"
Szákszend,503,Komárom-Esztergom,"47,29,18-18,11,20",2020,kocsányos tölgy,Szél Győző; magasság: 28 m/2020
Bocska,503,Zala,"46,33,33-16,53,19",2023,kocsányos tölgy,Schneidler Viktor (BFNP)
Szarvas,503,Békés,"46,51,14-20,31,42",2017,kocsányos tölgy,magasság: 24 m/2017
Szarvas,502,Békés,"46,52,37-20,31,45",2009,kocsányos tölgy,Baranyai László
Kerkafalva,502,Zala,"46,47,00-16,28,42",2004,kocsányos tölgy,513/2012
Somogytarnóca,502,Somogy,"46,00,48-17,27,41",2015,kocsányos tölgy,Szél Győző
Körmend,502,Vas,"46,59,52-16,33,55",2022,kocsányos tölgy,magasság: 30 m/2022
Tápióság,502,Pest,"47,24,10-19,37,00",2011,kocsányos tölgy,Lesti Szabolcs
Szeged,502,Csongrád,"46,14,47-20,09,47",2008,kocsányos tölgy,"515/2019, 514/2023 - kérge leesőben"
Szabadkígyós,502,Békés,"46,36,28-21,05,05",2010,kocsányos tölgy,513/2017; magasság: 28 m/2017; 514/2021
Zsadány,502,Békés,"46,54,50-21,26,05",2023,kocsányos tölgy,magasság: 26 m/2023
Homokszentgyörgy,502,Somogy,"46,07,26-17,32,09",2014,csertölgy,Lukács Róbert
Cserépfalu,502,Borsod-Abaúj-Zemplén,"47,57,44-20,33,42",2008,kocsányos tölgy,
Szálka,502,Tolna,"46,18,07-18,38,23",2019,kocsányos tölgy,Elblinger Ferenc; magasság: 30 m/2019
Somogyvár,502,Somogy,"46,34,30-17,36,22",2021,csertölgy,Sólyom Attila
Babócsa,502,Somogy,"46,02,12-17,20,54",2012,kocsányos tölgy,"Lukács Róbert, Szél Győző, Zombori Zoltán; Takács Márton 2017: kivágták"
Zsadány,502,Békés,"46,54,49-21,26,07",2004,kocsányos tölgy,Orosipusztán; 526/2023
Debrecen,502,Hajdú-Bihar,"47,33,12-21,37,52",2012,kocsányos tölgy,
Gyulavári,502,Békés,"46,41,32-21,25,06",2013,kocsányos tölgy,520/2025
Letenye,501,Zala,"46,26,05-16,43,29",2011,kocsányos tölgy,
Potony,501,Somogy,"45,55,52-17,38,42",2005,kocsányos tölgy,519/2011; 536/2016; 548/2019; 570/2026
Gemenc,501,Tolna,"46,15,35-18,50,39",2019,kocsányos tölgy,Elblinger Ferenc
Dég,501,Fejér,"46,52,30-18,26,02",2009,kocsányos tölgy,Kármán Balázs; 509/2014
Telkibánya,501,Borsod-Abaúj-Zemplén,"48,30,31-21,23,10",2018,kocsányos tölgy,"Boda Zoltán, Torma Zoltánné, Torma Zoltán"
Kapolcs**,501,Veszprém,"46,57,25-17,34,59",2024,csertölgy,Szabó János
Bogyiszló,501,Tolna,"46,23,28-18,52,05",2014,kocsányos tölgy,Elblinger Ferenc; erősen korhad
Lad/Rákospuszta,501,Somogy,"46,08,58-17,39,32",2017,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán"
Buják,501,Nógrád,"47,54,32-19,32,05",2013,kocsányos tölgy,
Sima,501,Borsod-Abaúj-Zemplén,"48,17,56-21,17,58",2018,kocsányos tölgy,472/2003; magasság: 15 m/2018; 511/2022
Hercegszántó (Karapancsa),501,Bács-Kiskun,"45,55,27-18,51,51",2017,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán, Elblinger Ferenc"
Adony,501,Fejér,"47,07,12-18,51,36",2015,kocsányos tölgy,
Sirok,501,Heves,"47,57,02-20,14,29",2018,kocsányos tölgy,"Pócsi Béla, Torma Zoltán, Torma Zoltánné"
Gersekarát,501,Vas,"46,59,33-16,44,29",2008,kocsányos tölgy,
Börzsöny (Borsosberény),501,Nógrád,"47,58,49-19,02,14",2005,csertölgy,
Tapsony,500,Somogy,"46,26,49-17,18,07",2010,kocsányos tölgy,Takács Márton 2018: kivágták
Szeremle,500,Bács-Kiskun,"46,06,41-18,49,18",2010,kocsányos tölgy,"Nebojszki László, Zilinszki Csaba"
Pölöske,500,Zala,"46,43,20-16,52,32",2023,kocsányos tölgy,Schneidler Viktor (BFNP)
Somogytarnóca,500,Somogy,"46,00,38-17,28,46",2011,kocsányos tölgy,"Zombori Zoltán, Lukács Róbert"
Tuzsér,500,Szabolcs-Szatmár-Bereg,"48,20,55-22,07,18",2023,kocsányos tölgy,
Tatabánya,500,Komárom-Esztergom,"47,31,39-18,23,57",2008,kocsányos tölgy,
Füzérradvány,500,Borsod-Abaúj-Zemplén,"48,29,01-21,31,57",2009,kocsányos tölgy,503/2012; 518/2019; 521/2020; 530/2025
Encs,500,Borsod-Abaúj-Zemplén,"48,19,43-21,07,11",2009,kocsányos tölgy,Molnár Bence és Zoltán; 514/2020
Pornóapáti,500,Vas,"47,10,03-16,28,54",2024,kocsányos tölgy,Nagy Dániel (Őrségi Nemzeti Park)
Ikervár,500,Vas,"47,11,13-16,53,14",2008,kocsányos tölgy,"Pásti Gréta, Baranyai László"
Golop,500,Borsod-Abaúj-Zemplén,"48,14,18-21,11,42",2009,kocsányos tölgy,Vincze Attila; Molnár Bence és Zoltán
Molvány,500,Baranya,"46,01,22-17,45,01",2011,kocsányos tölgy,Lukács Róbert
Merenye,500,Baranya,"46,03,33-17,42,23",2020,kocsányos tölgy,Lukács Róbert
Zádor,500,Baranya,"45,56,57-17,38,55",2020,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 16 m/2020"
Mike,500,Somogy,"46,14,14-17,32,08",2011,kocsányos tölgy,kettős törzsű; 538/2023
Kastélyosdombó,500,Somogy,"45,56,26-17,36,56",2020,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 29 m/2020"
Ivánc,500,Vas,"46,56,45-16,30,04",2015,vörös tölgy,"Szél Győző, Torma Zoltán, Torma Zoltánné"
Nagyatád,500,Somogy,"46,12,08-17,19,57",2020,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 24 m/2020"
Csokonyavisonta,500,Somogy,"46,02,56-17,28,35",2020,kocsányos tölgy,
Csokonyavisonta,500,Somogy,"46,02,41-17,27,09",2016,kocsányos tölgy,
Csorna,500,Győr-Moson-Sopron,"47,37,14-17,15,08",2009,kocsányos tölgy,
Somogyfajsz,500,Somogy,"46,30,08-17,33,58",2010,kocsányos tölgy,508/2016
Tornyiszentmiklós,500,Zala,"46,31,55-16,32,04",2025,kocsányos tölgy,
Barcs,500,Somogy,"45,59,11-17,27,33",2020,csertölgy,
Barcs,500,Somogy,"45,58,43-17,27,41",2020,csertölgy,
Kisgyőr,500,Borsod-Abaúj-Zemplén,"48,01,30-20,44,02",2010,kocsányos tölgy,"Zay Dávid; kettős törzsű, 510/2016"
Gyulavári,500,Békés,"46,41,34-21,25,07",2025,kocsányos tölgy,
Barcs,500,Somogy,"45,58,40-17,27,43",2020,csertölgy,
Kondó,500,Borsod-Abaúj-Zemplén,"48,11,14-20,35,08",2021,kocsányos tölgy,"Várady Gergely, Várady Zsolt; magasság: 28 m/2021"
Zsennye,500,Vas,"47,06,22-16,49,36",2005,kocsányos tölgy,534/2014; 545/2020; magasság: 28 m/2020
Dombrád,500,Szabolcs-Szatmár-Bereg,"48,13,33-21,55,28",2017,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 24 m/2017"
Körmend,500,Vas,"47,00,47-16,36,41",2014,kocsányos tölgy,Szél Győző
Kéked,500,Borsod-Abaúj-Zemplén,"48,32,40-21,21,22",2010,kocsányos tölgy,Molnár Bence
Szőcsénypuszta,500,Somogy,"46,31,40-17,18,56",2017,kocsányos tölgy,"Torma Zoltánné, Torma Zoltán"
Gerla,500,Békés,"46,41,58-21,11,10",2004,kocsányos tölgy,"529/2025, alig van élő ága"
Kaszó,500,Somogy,"46,19,18-17,13,27",2016,kocsányos tölgy,
Soltvadkert,500,Bács-Kiskun,"46,33,36-19,25,36",2022,kocsányos tölgy,Engler Csaba; magasság: 24 m/2022; 505/2026
Viszák,500,Vas,"46,52,54-16,27,52",2016,kocsányos tölgy,"Torma Zoltán, Torma Zoltánné"
Sárvár,500,Vas,"47,17,11-16,58,19",2020,kocsányos tölgy,
Horvátzsidány,500,Vas,"47,23,25-16,37,52",2014,kocsánytalan tölgy,
Szarvas,500,Békés,"46,51,17-20,31,41",2003,kocsányos tölgy,521/2017; magasság: 20 m/2017
Ajka,500,Veszprém,"47,02,10-17,34,35",2013,csertölgy,Jandala Attila
Háromhuta,496,Borsod-Abaúj-Zemplén,"48,24,49-21,23,55",2019,kocsánytalan tölgy,ZDT
Háromhuta,495,Borsod-Abaúj-Zemplén,"48,24,42-21,24,00",2019,kocsánytalan tölgy,"Torma Zoltán, Torma Zoltánné"
Pusztaederics,493,Zala,"46,37,39-16,47,53",2016,kocsánytalan tölgy,Pálinkás Ákos
Háromhuta,490,Borsod-Abaúj-Zemplén,"48,23,49-21,22,20",2019,kocsánytalan tölgy,"Cseppely Attila, Torma Zoltán; magasság: 23 m/2019"
Mátramindszent,484,Nógrád,"47,57,13-19,56,50",2025,kocsánytalan tölgy,"Torma Zoltán, Gelle Gábor; Honvéd János-fa"
Bátaszék,479,Tolna,"46,10,13-18,42,01",2015,molyhos tölgy,Elblinger Ferenc
Szarvas,479,Békés,"46,52,32-20,32,02",2017,vörös tölgy,magasság: 29 m/2017
Pusztamagyaród,477,Zala,"46,36,12-16,49,52",2021,vörös tölgy,"Bonczók József, Torma Zoltán"
Lesencetomaj,475,Veszprém,"46,54,00-17,23,06",2018,kocsánytalan tölgy,Nagy Olga; magasság: 19 m/2018
Álmosd,474,Hajdú-Bihar,"47,24,35-21,58,53",2016,vörös tölgy,"Torma Zoltán, Torma Zoltánné"
Füzérkajata,472,Borsod-Abaúj-Zemplén,"48,31,20-21,31,13",2009,kocsánytalan tölgy,485/2018
Dörgicse,470,Veszprém,"46,54,38-17,42,37",2008,molyhos tölgy,473/2014
Hollád,465,Somogy,"46,37,40-17,18,35",2017,kocsánytalan tölgy,Sólyom Attila
Bejcgyertyános,461,Vas,"47,08,42-16,58,16",2022,vörös tölgy,"Szél Győző, Daniló Eszter; magasság: 30 m/2022"
Hollád,460,Somogy,"46,37,40-17,18,35",2017,kocsánytalan tölgy,Sólyom Attila
Sopron,457,Győr-Moson-Sopron,"47,39,20-16,30,01",2018,kocsánytalan tölgy,"Szél Győző, magasság: 23 m/2018; brennbergbányai temetőben"
Vértessomló,456,Komárom-Esztergom,"47,29,19-18,27,29",2021,kocsánytalan tölgy,magasság: 23 m/2021
Veszprémfajsz,456,Veszprém,"47,00,37-17,53,48",2006,molyhos tölgy,hibrid? 463/2020
Szólád,456,Somogy,"46,47,41-17,51,50",2014,molyhos tölgy,Ágoston Tibor
Ivánc,455,Vas,"46,56,49-16,29,57",2021,vörös tölgy,
Orosztony,448,Zala,"46,35,50-17,03,30",2023,kocsánytalan tölgy,Schneidler Viktor (BFNP)
Ivánc,448,Vas,"46,56,47-16,30,25",2015,vörös tölgy,Szél Győző; 459/2021
Pusztamagyaród,446,Zala,"46,36,12-16,49,50",2021,vörös tölgy,"Bonczók József, Torma Zoltán"
Ivánc,445,Vas,"46,56,54-16,30,02",2021,vörös tölgy,
Körmend,443,Vas,"47,00,33-16,36,48",2019,magyar tölgy,
Mikosszéplak,435,Vas,"47,01,46-16,59,59",2025,kocsánytalan tölgy,Baráth Miklós
Mátramindszent,435,Nógrád,"47,57,18-19,56,58",2025,kocsánytalan tölgy,"Torma Zoltán, Gelle Gábor"
Mikosszéplak,430,Vas,"47,01,50-16,59,57",2025,kocsánytalan tölgy,Baráth Miklós
Ivánc,430,Vas,"46,56,57-16,30,08",2021,vörös tölgy,
Cégénydányád,427,Szabolcs-Szatmár-Bereg,"47,55,52-22,32,23",2023,vörös tölgy,"Torma Zoltánné, Torma Zoltán"
Szanda,425,Nógrád,"47,54,51-19,25,19",2020,kocsánytalan tölgy,"Ember István, Torma Zoltán; magasság: 15 m/2020"
Füzér,425,Borsod-Abaúj-Zemplén,"48,34,56-21,26,17",2019,kocsánytalan tölgy,"Torma Zoltánné, Torma Zoltán"
Szarvas,424,Békés,"46,52,43-20,32,01",2017,vörös tölgy,Szél Győző; magasság: 25 m/2017
Felsőpetény,422,Nógrád,"47,53,04-19,11,59",2016,vörös tölgy,"Torma Zoltán, Torma Zoltánné"
Orosztony,419,Zala,"46,35,57-17,03,48",2023,kocsánytalan tölgy,Schneidler Viktor (BFNP)
Somogybükkösd,418,Somogy,"46,18,01-16,59,17",2017,vörös tölgy,"Torma Zoltánné, Torma Zoltán"
Magyarszecsőd,418,Vas,"47,02,30-16,39,01",2018,vörös tölgy,"Torma Zoltánné, Torma Zoltán; magasság: 24 m/2018"
Kőszeg,414,Vas,"47,24,17-16,31,06",2025,kocsánytalan tölgy,
Hollád,414,Somogy,"46,37,39-17,18,33",2017,kocsánytalan tölgy,Sólyom Attila; magasság: 17 m/2017
Orosztony,411,Zala,"46,35,52-17,03,43",2023,kocsánytalan tölgy,Schneidler Viktor (BFNP)
Füzér,411,Borsod-Abaúj-Zemplén,"48,34,39-21,26,15",2019,kocsánytalan tölgy,"Torma Zoltánné, Torma Zoltán"
Borsodnádasd,407,Borsod-Abaúj-Zemplén,"48,05,36-20,13,53",2019,kocsánytalan tölgy,"Boza Donát, Torma Zoltán"
Óföldeák,407,Csongrád,"46,16,54-20,23,48",2011,vörös tölgy,
Pusztamagyaród,406,Zala,"46,36,12-16,49,48",2021,vörös tölgy,"Bonczók József, Torma Zoltán"
Bejcgyertyános,403,Vas,"47,08,42-16,58,15",2022,vörös tölgy,"Szél Győző, Daniló Eszter"
Bábolna,630,Győr-Moson-Sopron,"47,38,25-17,58,51",2006,fehér akác,"657/2022; magasság: 16,5 m/2022"
Pusztavacs,534,Pest,"47,09,42-19,30,12",2011,fehér akác,"Baranyai László; Takács Márton 2014: élő főágát levágták, halott ága még áll, tősarjak élnek."
Kisgeresd,471,Baranya,"46,07,29-18,31,51",2012,fehér akác,Baranyai László
Bokod,450,Komárom-Esztergom,"47,28,11-18,15,44",2020,fehér akác,"Szél Győző; romos, törzse hiányos"
Budapest,427,Pest,"47,28,34-19,06,04",2014,fehér akác,"Baranyai László, Szél Győző; egylevelű akác, a tábla szerint 1855-ben ültették"
Somogytarnóca,425,Somogy,"46,00,37-17,28,34",2011,fehér akác,"Zombori Zoltán, Lukács Róbert"
Somogytarnóca,424,Somogy,"46,00,29-17,28,37",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Gödöllő,420,Pest,"47,34,39-19,20,23",2015,fehér akác,Szél Győző; 2022: kivágták (Szél Győző)
Budapest,417,Pest,"47,29,59-19,02,50",2008,fehér akác,
Szentpéterúr,417,Zala,"46,44,10-17,03,18",2024,fehér akác,
Kapolcs,414,Veszprém,"46,58,24-17,36,53",2024,fehér akác,Szabó János
Somogytarnóca,411,Somogy,"46,00,34-17,28,29",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Dunaszentpál,404,Győr-Moson-Sopron,"47,45,33-17,30,34",2021,fehér akác,Szél Győző; magasság: 13 m/2021
Lajosmizse,403,Bács-Kiskun,"47,06,09-19,34,04",2011,fehér akác,Baranyai László
Balatonszemes,401,Somogy,"46,48,31-17,46,28",2024,fehér akác,Iván Imre
Somogytarnóca,401,Somogy,"46,00,33-17,28,38",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szentpéterúr,396,Zala,"46,44,07-17,03,20",2024,fehér akác,
Szálka,396,Tolna,"46,15,56-18,37,31",2025,fehér akác,Elblinger Ferenc
Somogytarnóca,393,Somogy,"46,00,30-17,28,37",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,392,Somogy,"46,00,29-17,28,38",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,390,Somogy,"46,00,35-17,28,36",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Kapolcs,387,Veszprém,"46,57,43-17,36,35",2024,fehér akác,Szabó János
Somogytarnóca,386,Somogy,"46,00,40-17,28,52",2011,fehér akác,"Zombori Zoltán, Lukács Róbert"
Somogytarnóca,385,Somogy,"46,00,32-17,28,37",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,385,Somogy,"46,00,33-17,28,36",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,382,Somogy,"46,00,38-17,28,35",2011,fehér akác,"Zombori Zoltán, Lukács Róbert"
Somogytarnóca,379,Somogy,"46,00,32-17,28,50",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,379,Somogy,"46,00,35-17,28,31",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szálka,379,Tolna,"46,15,59-18,37,30",2025,fehér akác,Elblinger Ferenc
Kapolcs**,378,Veszprém,"46,58,21-17,36,51",2024,fehér akác,Szabó János
Somogytarnóca,378,Somogy,"46,00,34-17,28,51",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Kaszó,376,Somogy,"46,18,35-17,12,54",2015,fehér akác,
Bokod,375,Komárom-Esztergom,"47,27,44-18,15,42",2014,fehér akác,"Szél Győző, Daniló Eszter"
Szálka,374,Tolna,"46,15,59-18,37,34",2025,fehér akác,Elblinger Ferenc
Somogytarnóca,373,Somogy,"46,00,30-17,28,39",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,371,Somogy,"46,00,36-17,28,34",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szulok,371,Somogy,"46,02,53-17,31,14",2015,fehér akác,
Somogytarnóca,369,Somogy,"46,00,36-17,28,35",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szálka,368,Tolna,"46,16,05-18,37,41",2025,fehér akác,Elblinger Ferenc
Kunadacs,367,Bács-Kiskun,"47,01,20-19,17,27",2017,fehér akác,"Erdős László, Tölgyesi Csaba"
Somogytarnóca,366,Somogy,"46,00,36-17,28,31",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,364,Somogy,"46,00,33-17,28,29",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,362,Somogy,"46,00,38-17,28,33",2011,fehér akác,"Zombori Zoltán, Lukács Róbert"
Neszmély,358,Komárom-Esztergom,"47,42,03-18,25,52",2010,fehér akác,
Somogytarnóca,357,Somogy,"46,00,30-17,28,48",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Kapolcs**,355,Veszprém,"46,58,15-17,36,48",2024,fehér akác,Szabó János
Somogytarnóca,353,Somogy,"46,00,31-17,28,49",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szentpéterúr,351,Zala,"46,44,10-17,03,18",2024,fehér akác,
Szálka,351,Tolna,"46,15,55-18,37,27",2025,fehér akác,Elblinger Ferenc
Somogytarnóca,351,Somogy,"46,00,32-17,28,49",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szálka,349,Tolna,"46,16,06-18,37,47",2025,fehér akác,Elblinger Ferenc
Somogytarnóca,349,Somogy,"46,00,28-17,28,43",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Sonkád,349,Szabolcs-Szatmár-Bereg,"48,03,06-22,44,40",2009,fehér akác,"Barcánfalvi Péter; 2019. júniusában egy viharban kettéhasadt, kivágták (Hunyadi Tünde)"
Somogytúr,348,Somogy,"46,40,42-17,45,45",2024,fehér akác,"Sólyom Attila, Valent Sándor"
Somogytarnóca,347,Somogy,"46,00,36-17,28,54",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szálka,346,Tolna,"46,16,05-08,37,46",2025,fehér akác,Elblinger Ferenc
Somogytarnóca,346,Somogy,"46,00,30-17,28,45",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szentpéterúr,346,Zala,"46,44,09-17,03,17",2024,fehér akác,
Somogytarnóca,343,Somogy,"46,00,29-17,28,43",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Hárskút,342,Veszprém,"47,11,38-17,47,50",2022,fehér akác,Teket Attila
Szálka,342,Tolna,"46,15,55-18,37,27",2025,fehér akác,Elblinger Ferenc
Somogytarnóca,342,Somogy,"46,00,38-17,28,54",2011,fehér akác,"Zombori Zoltán, Lukács Róbert"
Uzsa,341,Veszprém,"46,54,33-17,20,19",2017,fehér akác,magasság: 21 m/2017; 350/2021
Marcali,340,Somogy,"46,33,11-17,26,49",2015,fehér akác,Sólyom Attila
Somogytarnóca,338,Somogy,"46,00,33-17,28,52",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szőlőskislak (Balatonboglár),335,Somogy,"46,44,41-17,41,12",2012,fehér akác,Sólyom Attila
Somogytúr,334,Somogy,"46,40,42-17,45,44",2024,fehér akác,"Sólyom Attila, Valent Sándor"
Szentpéterúr,330,Zala,"46,44,06-17,03,20",2024,fehér akác,
Szálka,330,Tolna,"46,16,02-18,37,32",2025,fehér akác,Elblinger Ferenc
Szentpéterúr,329,Zala,"46,44,09-17,03,20",2024,fehér akác,
Bokod,328,Komárom-Esztergom,"47,27,55-18,15,52",2020,fehér akác,Szél Győző
Szálka,328,Tolna,"46,15,58-18,37,28",2025,fehér akác,Elblinger Ferenc
Neszmély,328,Komárom-Esztergom,"47,42,28-18,27,01",2013,fehér akác,
Szálka,328,Tolna,"46,15,59-18,37,34",2025,fehér akác,Elblinger Ferenc
Szálka,327,Tolna,"46,16,01-18,37,31",2025,fehér akác,Elblinger Ferenc
Nagyberény,327,Somogy,"46,46,32-18,09,44",2022,fehér akác,
Somogytarnóca,326,Somogy,"46,00,39-17,28,43",2011,fehér akác,"Zombori Zoltán, Lukács Róbert"
Szentpéterúr,326,Zala,"46,44,10-17,03,20",2024,fehér akác,
Somogyfajsz,326,Somogy,"46,29,18-17,33,07",2016,fehér akác,Sólyom Attila; Torma Zoltánné és Torma Zoltán
Sitke,325,Vas,"47,14,17-17,00,49",2022,fehér akác,Focht Árpád
Szeleste,325,Vas,"47,18,28-16,49,42",2015,fehér akác,"Szél Győző, Daniló Eszter"
Szálka,324,Tolna,"46,15,58-18,37,33",2025,fehér akác,Elblinger Ferenc
Somogytarnóca,320,Somogy,"46,00,31-17,28,50",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,320,Somogy,"46,00,29-17,28,45",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Somogytarnóca,320,Somogy,"46,00,35-17,28,53",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Sitke,320,Vas,"47,14,17-17,00,49",2022,fehér akác,Focht Árpád
Somogytarnóca,318,Somogy,"46,00,30-17,28,47",2011,fehér akác,"Lukács Róbert, Zombori Zoltán"
Szőlősgyörök,317,Somogy,"46,42,19-17,42,06",2012,fehér akác,Sólyom Attila
Szálka,315,Tolna,"46,15,57-18,37,32",2025,fehér akác,Elblinger Ferenc
Szálka,315,Tolna,"46,15,58-18,37,33",2025,fehér akác,Elblinger Ferenc
Szálka,314,Tolna,"46,16,01-18,37,39",2025,fehér akác,Elblinger Ferenc
Szálka,311,Tolna,"46,15,59-18,37,29",2025,fehér akác,Elblinger Ferenc
Szálka,311,Tolna,"46,6,02-18,37,39",2025,fehér akác,Elblinger Ferenc
Szálka,310,Tolna,"46,15,55-18,37,29",2025,fehér akác,Elblinger Ferenc
Kisgeresd,310,Baranya,"46,07,41-18,31,23",2012,fehér akác,
Somogyvár,306,Somogy,"46,34,19-17,36,40",2021,fehér akác,Sólyom Attila
Szálka,306,Tolna,"46,16,05-18,37,47",2025,fehér akác,Elblinger Ferenc
Szálka,305,Tolna,"46,15,58-18,37,27",2025,fehér akác,Elblinger Ferenc
Szálka,304,Tolna,"46,16,04-18,37,40",2025,fehér akác,Elblinger Ferenc
Szálka,304,Tolna,"46,15,55-18,37,26",2025,fehér akác,Elblinger Ferenc
Hács/Gárdonypuszta,303,Somogy,"46,37,00-17,41,56",2020,fehér akác,Sólyom Attila
Budapest,302,Pest,"47,31,52-19,03,09",2014,fehér akác,Szél Győző
Szentpéterúr,301,Zala,"46,44,07-17,03,13",2024,fehér akác,
Somogymeggyes,300,Somogy,"46,42,42-17,55,22",2016,fehér akác,Szilágyi Ákos
Szálka,300,Tolna,"46,16,00-18,37,38",2025,fehér akác,Elblinger Ferenc
Szálka,300,Tolna,"46,16,04-18,37,37",2025,fehér akác,Elblinger Ferenc
Kölked,1121,Baranya,"45,56,11-18,45,57",2018,fehér fűz,"Zilai János, Elblinger Ferenc, Szél Győző; 130 cm magasan két törzsre bomlik; magasság: 25,5 m/2018"
Győrzámoly**,1114,Győr-Moson-Sopron,"47,47,22-17,37,23",2021,fehér fűz,"Szél Győző; alacsonyan kétfelé ágazik, 632+711 cm a két ág"
Paks,1060,Tolna,"46,33,27-18,51,17",2013,fehér fűz,"Kalotás Zsolt, Vincze Bálint; 1.5 magasan többfelé ágazik"
Surd**,1010,Zala,"46,17,59-16,57,08",2018,fehér fűz,"Novogradecz Péter; négy törzs, kb. mellmagasságig összenőve"
